NAME OF MEDIA,DESCRIPTION & SM,Genre,REACH,Territory,WEBSITE,⛅️,🍎,🎙,🎶,🐥,👍,💃,📸,📹,🤓
Buenos Oidos,Digital creator focused on speaking about music and shows. Social media: 87.4K,,,PARAGUAY,,,,,,,,,,,
Blizz,"Growing media based in Guadalajara, Mexico, dedicated to exploring, disseminating and connecting with the world of music. Social Media: 6.7K",,,MÉXICO,,,,,,,,,,,
Electronic Groove en Español,"Spanish version of the International outlet focused on electronic music, covering genres like house, techno, and downtempo. Social Media: 5.3K",,,ARGENTINA,,,,,,,,,,,
Conejos Films,Independent digital media specialized in reporting on the best music and art events located in Guadalajara. Social media: 5.8,,,MÉXICO,,,,,,,,,,,
Radio Sinergia,"Radio focused on rock, indie rock and pop. Located in the south of Chile in the city of Osorno. Social Media: 12.6K",,,CHILE,,,,,,,,,,,
La Union,"Popular newspaper located in Morelos. Social media: 587K YT Subscribers: 17K ",,,MÉXICO,,,,,,,,,,,
Life & Style,"Owned by the big and influential media corportation and outlet, Excelsior, this Mexican magazine focuses on content for the cosmopolitan contemprary man, interested in fashion, culture, life style, travel, and sports news. Social Media: 308k ",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
La Magazín,Mexican media platform specializing in entertainment and pop culture. Social Media: 6.9K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Revista NOIR,"Quarterly lifestyle and fashion publication known for its aesthetic, disruptive approach to style and its “luxury within reach” philosophy. It blends high-fashion editorials with beauty, culture, and lifestyle content. Social Media: 197.9K",,,MÉXICO,,,,,,,,,,,
El Proximo Movimiento Podcast,"Podcast about music, concerts, clubs and news. Listened in Chile, Argentina and Mexico.",,,CHILE,,,,,,,,,,,
Raver MX,"Platform focused on electro/ dance music, festivals, shows, promo, etc. Social media: 56.5K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Play FM,"Pop radio station, part of Canal 13. Social Media: 222.3K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Asian Brasil ","Brazilian media outlet focused on Asian pop culture, covering music, cinema, TV, and entertainment. Social media: 188K",,,BRAZIL,,,,,,,,,,,
On Replay,"Brazilian media outlet covering music, entertainment, and pop culture. Social media: 18K",,,BRAZIL,,,,,,,,,,,
Gazeta 24,"Brazilian news portal covering entertainment, music, culture, and current events.",,,BRAZIL,,,,,,,,,,,
Entrete1," Brazilian media platform focused on entertainment, music, and pop culture news. Social media: 500",,,BRAZIL,,,,,,,,,,,
"Kland Mexico ","Mexican media outlet focused on Asian entertainment, covering music, culture, and pop trends. 8.3K",,,MÉXICO,,,,,,,,,,,
K Hip Hop,"Argentine media outlet dedicated to Korean hip-hop and R&B, covering news, artists, and releases. Social media: 5.7K",,,ARGENTINA,,,,,,,,,,,
Xiah Pop,"Argentine platform focused on Asian pop culture, including music, K-pop, and entertainment news. Social media: 30K",,,ARGENTINA,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Slave of Pop  ","Online music portal focusing on pop music. Social Media: 79,9K ",,,BRAZIL,,,,,,,,,,,
KX Contenidos,"A multiplatform project dedicated to streaming concerts, events, interviews, and reports. One of the channel's classic sections is the 10 Album Challenge, which has featured musicians and journalists. A couple of years ago, they produced a podcast dedicated entirely to Café Tacvba, called Ojalá Que Llueva Café. They focus on national and international rock/pop. YT Subscribers: 1.3K",,,ARGENTINA,,,,,,,,,,,
Lo que va,"The latest on fashion, lifestyle, music and entertainment. Social Media: 94.2K",,,ARGENTINA,,,,,,,,,,,
Ambito Financiero,One of the main economic newspapers in Argentina. Social Media: 212K,,,ARGENTINA,,,,,,,,,,,
Radio Usach,"Radio of the University of Santiago de Chile, which broadcasts cultural and educational content. Social Media: 98.6K",,,CHILE,,,,,,,,,,,
Cambio Colombia,News from Colombia and the world. Social Media: 145K,,,COLOMBIA,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
DelSol,"Well-known radio station based in Montevideo, Uruguay. Its programming combines current affairs, news, humor, culture, sports, and music. Social Media: 170k",,,URUGUAY,,,,,,,,,,,
InStyle,"Fashion and lifestyle magazine that covers trends, beauty, and celebrity culture with a focus on the Mexican audience. Social Media: 243k",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Chilevisíon ","Chilevisión is a major Chilean free-to-air TV channel owned by Paramount Global. Founded in 1960, it offers a mix of news, entertainment, and sports, and is one of the country’s most-watched and trusted broadcasters. Social Media: 1,4M",,,CHILE,,,,,,,,,,,
Tu en Linea,"Digital platform for Gen Z girls, part of the iconic Mexican brand Revista Tú. It covers pop culture, music, fashion, lifestyle, and viral http://trends.Social Media: 1M",,,MÉXICO,,,,,,,,,,,
Estudios Neverland (La Pajarera),"Production company that manages several segments such as La Pajarera (Musical cycles and interview program hosted by Tomas Leiva, seeking to present a new perspective of the artist YT 20.6K Subscribers ) Podcast Tomas Va A Morir (focused on the conversation of 3 lifelong friends telling their anecdotes) Ley de Murphy (Tomas in the theater), Neverland Live Show, Disparando Birras, among others. Social media: 315K",,,CHILE,,,,,,,,,,,
MetalRock,"Digital site focused on metal and rock music, based in Medellin. Social media: 4K",,,COLOMBIA,,,,,,,,,,,
Matine Pop,"Podcast broadcast on i99 Radio located in Guayaquil city (radio focused on news, sports and entertainment). Focusing on music, film, and art. Hosted by Juan Fernando Crespo. Social Media: 60K",,,ECUADOR,,,,,,,,,,,
,,,,,,,,,,,,,,,
Okami Sama TV,"Site focused on anime, asian film, concerts and TV shows. Social Media: 9.5K",,,MÉXICO,,,,,,,,,,,
Argoonautas,"Digital outlet focused on culture, music, art, film and entertainment. Social Media: 35.3k",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Conexão Informa,"Digital newspaper focused on culture, politics and sports. ",,,BRAZIL,,,,,,,,,,,
"Almanaque Cultural ",Brazilian small news portal. Social media: 405K,,,BRAZIL,,,,,,,,,,,
Eu Sou MS,"News portal focused on culture and music. Social media: 13K ",,,BRAZIL,,,,,,,,,,,
Minuto Pop,"Digital site focused on pop culture, cine and tv shows. Social media: 8.4K",,,BRAZIL,,,,,,,,,,,
Billboard CO,"National edition of the international magazine, Billboard. Social media: 393K",,,COLOMBIA,,,,,,,,,,,
Joya 93.7,"Radio focus on 80,90s and trend music. Social media: 510K",,,MÉXICO,,,,,,,,,,,
"Escena Latinoamérica Radio by Match ",Station from @iheartradiomx focused on music from the new alternative scene in Latin/Ibero-America. Social media: 6K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Fuleteo,Digital platform dedicated to reggaetón and urban music. Social Media: 160K,,,LATAM,,,,,,,,,,,
Worship Noices,Growing digital site focused on music and shows. Social media: 3K,,,MÉXICO,,,,,,,,,,,
UOL Toca,"Music content platform launched by UOL in 2024, dedicated to exploring and celebrating the diversity of music. Social Media: 49K",,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
El Tesoro,"Digital music magazine focused on new music, shows, interviews and more. They have their own festival ¨Tesoro¨ located in Buenos Aires. Social Media: 3.6K",,,ARGENTINA,,,,,,,,,,,
Club de musica electronica,"Platform focused on electronic music, news, events, artists and promotion. Social Media: 40.3K",,,ARGENTINA,,,,,,,,,,,
Terra Entrete,Entertainment and celebrity vertical  of major Brazilian digital media platform Terra. Social Media: 245.7k,,,BRAZIL,,,,,,,,,,,
Silencio No Estudio,"A music podcast covering diverse music, debates, curated lists, audio documentaries, in-depth analysis, and inspiring conversations. Social Media: 3.5k",,,BRAZIL,,,,,,,,,,,
Gama Revista,"Brazilian digital publication that focuses on different ways of living and the possibilities of today’s world and regularly explores themes such as identity, culture, society, lifestyle, and human experiences. Social Media: 60.4K",,,BRAZIL,,,,,,,,,,,
Indie Club,"Digital magazine focused on alternative, rock, and indie music. Social Media. 19K",,,ARGENTINA,,,,,,,,,,,
Indie Now,Online community dedicated to art and entertainment. Social Media: 200K,,,PARAGUAY,,,,,,,,,,,
Brit Noise,"A program focused on British music and its derivatives, hosted by Annabel Pitaud, airs Saturdays on Urbana 106.9 FM. (FM radio station based in Asunción featuring music that spans pop, rock, R&B, hip hop, and electronic—mostly in English—complemented by Southern Cone rock. Social Media: 178K)",,,PARAGUAY,,,,,,,,,,,
Presentes,"Regional media outlet focused on news about gender, sexual and cultural diversity in Latin America with a focus on human rights. Social media: 154K",,,ARGENTINA,,,,,,,,,,,
CityLab Global,"Cultural space and creative outlet linked to the local and international musical and artistic ecosystem. Located within the Gabriela Mistral Cultural Center, the largest in Chile. Social Media: 47K",,,CHILE,,,,,,,,,,,
Indie Now Now,"Independent media outlet focused on promoting news about alternative, indie, rock, metal music. Coverage of shows and festivals. Social media: 331K",,,PARAGUAY,,,,,,,,,,,
Vou de Grade,"Brazilian independent online media outlet focused on music, entertainment, and cultural events, especially live shows. Social Media: 5K",,,BRAZIL,,,,,,,,,,,
Vamo a Calmarnos,"A youth-focused media outlet hosted by industry leaders https://www.instagram.com/jaimeproox/?hl=en and https://www.instagram.com/rooosinelli/?hl=en. Focus on urban music, including rap, reggaeton, and more. Also they produce their own podcast. Social media: 958K",,,CHILE,,,,,,,,,,,
La Kalle,Popular urban radio station located in Bogota. Social media: 4.9M,,,COLOMBIA,,,,,,,,,,,
FLOW,An online platform focused on series and films. They also broadcast music news and are media partners for shows and festivals. Social media: 371K,,,ARGENTINA,,,,,,,,,,,
Conecta,Festival and shows news. Social Media: 56.6K,,,MÉXICO,,,,,,,,,,,
Musicologos,"Space dedicated to musical analysis, reflection, and passion. It has a narrative, emotional, and music-loving approach. The channel has managed to build a community around original content, audiovisual capsules, and tributes to both established and emerging artists. Social media: 10K",,,CHILE,,,,,,,,,,,
FM Hits 89.9,Radio station focused on trending music and news. Social media: 90K,,,ARGENTINA,,,,,,,,,,,
The Insiders,"Independent outlet for music, culture, concerts, and festivals. Social Media: 13K",,,"COLOMBIA, ECUADOR",,,,,,,,,,,
DA News,"Music website founded by Damian Arcolesse, focusing on music, interviews, events, and shows. Social media: 78K YT Subscribers: 10.4K",,,ARGENTINA,,,,,,,,,,,
Over Music,The most big metal news channel in Argentina. Social media: 5K - YT subscribers: 104K,,,ARGENTINA,,,,,,,,,,,
Pinky Promise (YT - TV),"Hosted by singer and TV personality Karla Díaz, is one of Mexico’s most beloved and visually iconic talk shows. Known for its all-pink set and candid, playful tone, the show features stars from music, film, comedy, and social media in intimate conversations full of laughs, gossip, and surprising confessions. Since its launch in 2020, Pinky Promise has become a pop culture staple in Latin America, with a combined digital reach of over 3.5 million followers and subscribers across platforms—including 2.2M+ YouTube subscribers, 1M+ Instagram followers, and a Top 10 podcast in Mexico with over 100K monthly listeners on Spotify and Apple.",,,MÉXICO,,,,,,,,,,,
Sientese Quien Pueda (Univision Show TV),"Univisión’s signature daytime entertainment talk/reality show, hosted by Julián Gil and blending celebrity news commentary, audience voting, and panelist challenges. The format features rotating panelists including journalists, social media personalities, and special guests—competing weekly in opinion face-offs where the “loser” must complete humorous or revealing tasks. Since launching in 2022, the show has built a strong daily viewership of approximately 150,000+ U.S. Hispanic viewers (P2+), with audience demand 1.6× higher than the average TV series in the U.S. Hispanic market  . Its social presence and ViX integration extend its reach, making it a standout platform for engaging culturally relevant Hispanic audiences.",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hoy (Show Televisa TV),"“Hoy” is Televisa’s flagship daytime entertainment news show—an influential cultural pillar across Mexico and the broader Latin American and Hispanic communities in the U.S. With a newsroom-style format combining celebrity interviews, lifestyle segments, music performances, game sections, and personalities that connect across generations, Hoy establishes itself as a leading platform for brand integrations and entertainment content. Across Televisa’s Latinx lineup, the Hoy YouTube channel boasts over 2.6 million subscribers, and its social media presence amplifies reach across film, music, and pop-culture verticals—making it the ideal vehicle for engaging mainstream and deeply engaged spec-ified audiences in both LATAM and the U.S. Hispanic market.",,,MÉXICO,,,,,,,,,,,
Conversa com Bial (TV),"“Conversa com Bial” is a late-night talk show on Rede Globo and GNT hosted by veteran journalist Pedro Bial. Featuring in-depth interviews with cultural icons—from musicians and actors to thinkers and political figures—the show blends intelligent conversation with a subtle touch of entertainment. Its intimate format and high production standards have resonated strongly in Brazil, with audience demand reaching three times the level of the average TV series in the country  . On Instagram alone, @conversacombial has amassed over 922K followers  , while the show continues to command a dedicated fan base across TV and digital platforms, making it a powerful showcase for culturally relevant artist exposure in Brazil.",,,BRAZIL,,,,,,,,,,,
https://www.instagram.com/sbtthenoite/ (TV),"The Noite com Danilo Gentili is Brazil’s top late-night talk show on SBT, hosted by comedian Danilo Gentili with his signature irreverent humor and fast-paced interview format. Featuring celebrity guests, comedy sketches, and a house band (Ultraje a Rigor), the show consistently reaches millions nightly. Its YouTube channel boasts approximately 13 million subscribers, making it one of the most-watched talk shows globally on the platform",,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Fantástico (TV SHOW),"Fantástico is Rede Globo’s legendary weekly newsmagazine and Brazil’s most-watched Sunday program since its debut in 1973. Blending journalism, documentary, music, and entertainment with high production values, it’s a cultural institution that reaches nearly the entire Brazilian population through Globo’s network, which covers over 98% of the country. The show’s official Instagram account @showdavida has amassed over 4.4 million followers, and Parrot Analytics reports audience demand that consistently exceeds the average for Brazilian TV series. With its mix of in-depth storytelling and musical segments, Fantástico remains a premier platform for connecting artists with highly engaged, mainstream Brazilian audiences across TV and digital",,,BRAZIL,,,,,,,,,,,
Poltrona Nerd,"Brazilian pop culture site covering films, TV, games, books, anime, and music, with news, reviews, and curated columns. Social Media: 48.5 K",,,BRAZIL,,,,,,,,,,,
Berlin 107.7,"FM and online station, broadcasting from Buenos Aires, that mixes nostalgia with a fresh, modern vibe and 24hs music programming. Social Media: 35K",,,ARGENTINA,,,,,,,,,,,
https://www.instagram.com/p/DNny5UXRrAD/ ,"“Hablando de Algo con Alguien” is a podcast in which host Sofi Carmona invites artists and individuals from the music world to join her for open, thematic conversations. Each episode centers around a specific topic designed to spark a broader, meaningful dialogue.",,,ARGENTINA,,,,,,,,,,,
Mundo Asia,"Peruvian digital media outlet founded in 2020, specializing in news, coverage, and interviews about Asian entertainment and culture. They have a team in Chile and cover all of Latin America. Social media: 25K",,,PERU,,,,,,,,,,,
The Happening,CDMX City guide. Social Media: 78K,,,MÉXICO,,,,,,,,,,,
HANSORI,"Buenos Aires-based cultural platform and production company dedicated to promoting Korean and Asian culture in Argentina and Latin America. They organize their own events (Hansori Stage, Hansori Stage International, and food and cultural festivals) and collaborate as press for concerts and artistic events. Through their Instagram account, they reach more than 25,000 organic and active followers with an average monthly reach of 300,000 users. Social media: 30K",,,ARGENTINA,,,,,,,,,,,
Cultura del Groove,"An independent media outlet founded in 2015, it has established itself as a benchmark for electronic music in Spanish-speaking countries. Through editorials, interviews, research, features, and audiovisual productions, they combine critical thinking, curation, and journalistic quality to explore the past, present, and future of electronic music. Social media: 154K - YT Subscribers: 1K",,,ARGENTINA,,,,,,,,,,,
